miRNA_Name,k-mer_vector_1,k-mer_vector_2,k-mer_vector_3,k-mer_vector_4,k-mer_vector_5,k-mer_vector_6,k-mer_vector_7,k-mer_vector_8,k-mer_vector_9,k-mer_vector_10,k-mer_vector_11,k-mer_vector_12,k-mer_vector_13,k-mer_vector_14,k-mer_vector_15,k-mer_vector_16,k-mer_vector_17,k-mer_vector_18,k-mer_vector_19,k-mer_vector_20,k-mer_vector_21,k-mer_vector_22,k-mer_vector_23,k-mer_vector_24,k-mer_vector_25,k-mer_vector_26,k-mer_vector_27,k-mer_vector_28,k-mer_vector_29,k-mer_vector_30,k-mer_vector_31,k-mer_vector_32,k-mer_vector_33,k-mer_vector_34,k-mer_vector_35,k-mer_vector_36,k-mer_vector_37,k-mer_vector_38,k-mer_vector_39,k-mer_vector_40,k-mer_vector_41,k-mer_vector_42,k-mer_vector_43,k-mer_vector_44,k-mer_vector_45,k-mer_vector_46,k-mer_vector_47,k-mer_vector_48,k-mer_vector_49,k-mer_vector_50,k-mer_vector_51,k-mer_vector_52,k-mer_vector_53,k-mer_vector_54,k-mer_vector_55,k-mer_vector_56,k-mer_vector_57,k-mer_vector_58,k-mer_vector_59,k-mer_vector_60,k-mer_vector_61,k-mer_vector_62,k-mer_vector_63,k-mer_vector_64
72,0,0,0.047619048,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0.047619048,0,0.047619048,0.047619048
73,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0.05,0.1,0.1,0,0,0,0,0.05,0,0,0,0,0,0.05,0.15,0,0,0.05,0
74,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0.052631579,0.105263158,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0.105263158,0,0,0.052631579,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.0625,0.25,0.125,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0
76,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0.15,0,0,0.05,0.05,0,0,0.05,0,0.05,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0
77,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0.15,0,0,0.05,0.05,0,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0.1,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0,0.1,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0,0.05,0,0,0,0.05,0
79,0,0,0.05,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0,0.05,0.05,0,0,0,0.1,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0.1,0,0,0,0,0,0,0
80,0,0,0.047619048,0,0,0,0,0,0.095238095,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0.095238095,0.047619048,0,0,0,0.047619048,0.095238095,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0.095238095,0.095238095,0,0,0,0
81,0,0,0,0,0,0,0,0,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0.133333333,0,0,0,0,0.066666667,0.066666667,0.066666667,0.2,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0
82,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.15,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0.05,0.2,0,0,0,0,0,0,0,0.05,0,0,0,0.1
83,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0.052631579
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.2,0,0.066666667,0,0,0,0.266666667,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.066666667,0.066666667,0,0,0,0,0,0,0,0
85,0.1,0,0.1,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0.05,0,0.05
86,0.05,0.05,0.05,0,0.05,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0.1,0,0,0.05,0,0
88,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0.157894737,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.105263158,0,0,0,0,0
89,0.15,0,0.1,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0.15,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0
90,0.15,0,0.1,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0.05,0.05,0.15,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.105263158,0,0,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0,0,0.105263158,0.157894737
92,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0.058823529,0,0.058823529,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0.176470588,0,0.058823529,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0.117647059,0,0,0,0.058823529,0.176470588
93,0,0,0.045454545,0,0,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0,0,0,0,0,0,0.090909091,0,0.045454545,0.045454545,0,0.045454545,0,0,0,0,0,0,0.090909091,0,0.045454545,0.090909091,0,0,0.045454545,0.045454545,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0.045454545,0,0,0,0,0
94,0,0.043478261,0,0,0,0,0.086956522,0,0.043478261,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0,0,0.043478261,0.086956522,0,0,0,0.043478261,0,0.043478261,0.043478261,0,0,0.043478261,0,0,0.043478261,0.043478261,0.043478261,0.086956522,0.043478261,0,0,0,0.043478261,0,0,0,0,0,0.043478261,0,0,0,0,0.043478261,0,0,0.043478261,0,0
95,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0.1,0,0.05,0.1,0,0,0,0,0,0,0,0,0.05,0,0.05,0.15,0.05,0,0,0.05,0.05
96,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0.066666667,0,0.066666667,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0.133333333,0,0
97,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0,0,0.1,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.05,0,0.05,0.1,0,0.1,0,0
98,0,0,0,0,0,0,0,0.045454545,0,0.045454545,0,0.045454545,0,0,0,0,0,0,0.045454545,0,0,0,0,0.045454545,0,0,0,0,0,0,0.090909091,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0.045454545,0.090909091,0.045454545,0,0,0.045454545,0.045454545,0
99,0,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0.05,0,0,0.1,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0,0.1,0,0.05,0,0,0.05,0,0.05,0.05
100,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0.05,0.05
101,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.15,0,0.05,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.05,0,0.1,0.1,0,0,0,0,0,0,0,0.15,0,0,0,0.05,0,0,0,0,0
102,0.1,0,0.05,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0
103,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0.05,0,0.05,0,0.05,0,0.05,0.05,0.1
104,0.05,0,0.05,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0.1,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0.1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0.052631579
106,0,0.05,0,0,0.1,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.1,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0.1,0,0,0.05,0.05,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0,0,0
107,0,0,0,0.0625,0,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0.0625,0,0,0,0,0.0625,0,0.0625,0.0625,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0.0625,0,0,0,0
108,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.1,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0.05,0.05,0.05
109,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.1,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0.05,0.05,0.05
110,0,0,0,0,0,0.05,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0.1,0.05,0,0,0,0,0,0,0,0.1,0.05,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0.1,0,0.05,0.05,0,0,0.05,0
111,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0.05,0,0.1,0,0,0,0.15,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0.05,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0.1,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0.1,0,0,0,0.05,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0.142857143,0,0.047619048,0,0,0.047619048,0,0.047619048,0.047619048,0.047619048,0.047619048,0,0.142857143
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0.095238095,0.047619048,0.047619048,0,0,0.047619048,0,0.047619048,0.047619048,0,0.095238095,0,0.095238095
115,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0.095238095,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0.047619048,0.047619048,0,0,0.095238095,0.142857143
116,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0.047619048,0
117,0,0.05,0,0,0.1,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.1,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0
118,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0.047619048,0,0.047619048,0,0,0.095238095,0.047619048,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0.095238095,0,0,0.047619048,0
119,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0.095238095,0,0,0,0,0,0.047619048,0.095238095,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0,0,0.047619048,0,0,0,0.047619048,0,0.095238095,0,0.047619048,0,0.047619048,0,0,0,0
120,0,0.052631579,0,0,0.052631579,0.105263158,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0.105263158,0.052631579,0,0.105263158,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0.05,0.05,0,0.05,0.05,0.05,0,0,0,0,0,0,0.1,0,0.05,0,0,0.1
122,0.05,0.05,0.05,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0.1,0.05,0,0,0,0
123,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0.095238095,0.047619048,0.047619048,0,0.095238095
124,0.105263158,0,0.105263158,0,0,0,0,0.105263158,0.052631579,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0.105263158,0,0,0.052631579,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.15,0.05,0,0,0,0,0
127,0,0,0,0,0.055555556,0,0,0.055555556,0.055555556,0,0,0.055555556,0.055555556,0,0.111111111,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0.111111111,0.055555556,0.055555556,0,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0
128,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0,0,0,0.095238095,0,0.095238095,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0.047619048,0,0.095238095
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.15,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0.05,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0
130,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.1,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0.1,0,0.05,0,0,0.05,0,0
131,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0.095238095,0,0.095238095,0,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0.095238095,0,0,0,0,0.047619048,0,0
132,0.055555556,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.055555556,0,0.111111111,0.055555556,0.111111111,0,0.055555556,0,0
133,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0.105263158,0.052631579,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0.052631579,0,0.157894737,0,0.052631579,0,0.052631579,0,0
134,0,0.05,0,0,0.05,0,0,0.1,0.05,0,0,0.05,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0.05
135,0,0.05,0,0,0.05,0,0,0.05,0.05,0,0,0.05,0,0.05,0,0,0,0.05,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0.05,0,0,0.05,0.05
136,0,0,0,0,0,0,0.052631579,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0.105263158,0.052631579,0.263157895,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0
137,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0.047619048,0,0.095238095,0.047619048,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0.047619048,0.095238095,0,0.095238095,0,0,0.047619048,0.047619048,0,0.047619048,0,0
138,0,0,0,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0.05,0,0,0.05,0.05,0.15,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
139,0,0.05,0,0,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0.1,0.1,0,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0
140,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0.052631579,0
141,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.105263158,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0,0,0,0.105263158,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0
142,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0
143,0.1,0,0.05,0,0.05,0,0,0,0,0,0,0.1,0.05,0.05,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0.047619048,0,0,0.095238095,0,0,0,0.142857143,0,0,0,0,0,0,0.047619048,0,0.142857143,0,0.095238095,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0.095238095,0,0.047619048,0,0.047619048,0,0
145,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0.105263158,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0.105263158,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.105263158,0,0,0,0.105263158,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0.1,0,0,0.05,0.05,0,0.05,0.05,0,0,0.05,0,0.05,0.05,0.05,0.05,0
